trade_date,exchange,symbol,remote_path,local_path,remote_size,download_status,downloaded_bytes,error
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040559_967112-002881.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040559_967112-002881.parquet,34759,skipped_existing,34759,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040613_967635-002913.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040613_967635-002913.parquet,34878,skipped_existing,34878,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040627_966357-002945.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040627_966357-002945.parquet,36068,skipped_existing,36068,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040641_717266-002977.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040641_717266-002977.parquet,35897,skipped_existing,35897,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040655_717576-003009.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040655_717576-003009.parquet,35901,skipped_existing,35901,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040709_719770-003041.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040709_719770-003041.parquet,35706,skipped_existing,35706,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040723_717020-003073.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040723_717020-003073.parquet,34528,skipped_existing,34528,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040737_723801-003105.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040737_723801-003105.parquet,34480,skipped_existing,34480,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040751_970679-003137.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040751_970679-003137.parquet,34684,skipped_existing,34684,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040805_966295-003169.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040805_966295-003169.parquet,34511,skipped_existing,34511,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040819_967515-003201.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040819_967515-003201.parquet,34501,skipped_existing,34501,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040834_467036-003233.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040834_467036-003233.parquet,34758,skipped_existing,34758,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040848_719850-003265.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040848_719850-003265.parquet,34692,skipped_existing,34692,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040902_967603-003297.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040902_967603-003297.parquet,34755,skipped_existing,34755,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040916_967734-003329.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040916_967734-003329.parquet,34654,skipped_existing,34654,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040931_216139-003361.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040931_216139-003361.parquet,34523,skipped_existing,34523,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040945_717899-003393.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040945_717899-003393.parquet,34704,skipped_existing,34704,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-040959_965746-003425.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-040959_965746-003425.parquet,34666,skipped_existing,34666,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041014_034356-003457.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041014_034356-003457.parquet,34645,skipped_existing,34645,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041028_009159-003489.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041028_009159-003489.parquet,34734,skipped_existing,34734,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041042_260374-003521.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041042_260374-003521.parquet,34651,skipped_existing,34651,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041056_515541-003553.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041056_515541-003553.parquet,34648,skipped_existing,34648,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041110_718728-003585.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041110_718728-003585.parquet,34732,skipped_existing,34732,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041124_718649-003617.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041124_718649-003617.parquet,34658,skipped_existing,34658,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041138_470399-003649.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041138_470399-003649.parquet,34721,skipped_existing,34721,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041152_469209-003681.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041152_469209-003681.parquet,34684,skipped_existing,34684,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041206_469078-003713.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041206_469078-003713.parquet,34754,skipped_existing,34754,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041220_468180-003745.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041220_468180-003745.parquet,34750,skipped_existing,34750,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041234_221476-003777.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041234_221476-003777.parquet,34691,skipped_existing,34691,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041248_220963-003809.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041248_220963-003809.parquet,34515,skipped_existing,34515,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041301_970411-003841.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041301_970411-003841.parquet,34451,skipped_existing,34451,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041315_969758-003873.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041315_969758-003873.parquet,34688,skipped_existing,34688,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041329_971007-003905.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041329_971007-003905.parquet,34523,skipped_existing,34523,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041343_972096-003937.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041343_972096-003937.parquet,34491,skipped_existing,34491,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041357_969973-003969.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041357_969973-003969.parquet,34536,skipped_existing,34536,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041412_222068-004001.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041412_222068-004001.parquet,34504,skipped_existing,34504,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041426_219490-004033.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041426_219490-004033.parquet,34566,skipped_existing,34566,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041440_223629-004065.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041440_223629-004065.parquet,34548,skipped_existing,34548,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041454_220618-004097.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041454_220618-004097.parquet,34699,skipped_existing,34699,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041508_221859-004129.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041508_221859-004129.parquet,34730,skipped_existing,34730,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041521_983072-004161.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041521_983072-004161.parquet,34518,skipped_existing,34518,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041535_968696-004193.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041535_968696-004193.parquet,34539,skipped_existing,34539,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041550_719911-004225.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041550_719911-004225.parquet,34437,skipped_existing,34437,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041604_971120-004257.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041604_971120-004257.parquet,34364,skipped_existing,34364,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041618_719281-004289.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041618_719281-004289.parquet,34468,skipped_existing,34468,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041632_468412-004321.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041632_468412-004321.parquet,34660,skipped_existing,34660,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041646_219807-004353.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041646_219807-004353.parquet,34573,skipped_existing,34573,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041700_219185-004385.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041700_219185-004385.parquet,34720,skipped_existing,34720,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041713_967772-004417.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041713_967772-004417.parquet,34757,skipped_existing,34757,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041728_221252-004449.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041728_221252-004449.parquet,34742,skipped_existing,34742,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041742_219705-004481.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041742_219705-004481.parquet,34475,skipped_existing,34475,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041755_969172-004513.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041755_969172-004513.parquet,34526,skipped_existing,34526,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041809_719603-004545.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041809_719603-004545.parquet,34741,skipped_existing,34741,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041823_468195-004577.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041823_468195-004577.parquet,34490,skipped_existing,34490,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041837_222791-004609.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041837_222791-004609.parquet,34798,skipped_existing,34798,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041850_978983-004641.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041850_978983-004641.parquet,34702,skipped_existing,34702,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041905_725974-004673.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041905_725974-004673.parquet,34694,skipped_existing,34694,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041919_981219-004705.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041919_981219-004705.parquet,34729,skipped_existing,34729,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041934_225160-004737.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041934_225160-004737.parquet,34378,skipped_existing,34378,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-041948_230154-004769.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-041948_230154-004769.parquet,34362,skipped_existing,34362,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042002_229773-004801.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042002_229773-004801.parquet,34648,skipped_existing,34648,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042016_231102-004833.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042016_231102-004833.parquet,34593,skipped_existing,34593,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042029_973009-004865.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042029_973009-004865.parquet,34615,skipped_existing,34615,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042043_978676-004897.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042043_978676-004897.parquet,34696,skipped_existing,34696,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042057_724720-004929.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042057_724720-004929.parquet,34529,skipped_existing,34529,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042111_473552-004961.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042111_473552-004961.parquet,34674,skipped_existing,34674,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042125_226181-004993.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042125_226181-004993.parquet,34668,skipped_existing,34668,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042139_477709-005025.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042139_477709-005025.parquet,34750,skipped_existing,34750,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042153_474670-005057.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042153_474670-005057.parquet,34704,skipped_existing,34704,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042207_477460-005089.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042207_477460-005089.parquet,34762,skipped_existing,34762,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042221_468067-005121.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042221_468067-005121.parquet,34601,skipped_existing,34601,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042235_469338-005153.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042235_469338-005153.parquet,34603,skipped_existing,34603,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042249_219929-005185.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042249_219929-005185.parquet,34493,skipped_existing,34493,
2026-07-17,NSE,ADANIPORTS,raw_l2/trade_date=2026-07-17/exchange=NSE/symbol=ADANIPORTS/part-042303_219434-005217.parquet,real_data_sample\l2_unseen_validation\trade_date=2026-07-17\exchange=NSE\symbol=ADANIPORTS\part-042303_219434-005217.parquet,34689,skipped_existing,34689,
